Names_mpio,Names_depto,URL_mpio,URL_depto, Mesas instaladas,Mesas informadas,Potencial sufragantes,Total sufragantes,Votos por candidatos,Votos en blanco,Votos válidos,Votos nulos,Votos no marcados,Votos_Santos,Porc_Votos_Santos,Votos_Zuluaga,Porc_Votos_Zuluaga
SANTANA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0725099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,17,17,6514,3196,3094,56,3150,34,12,1552,49.26,1542,48.95
SATIVANORTE,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0725999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,7,7,2368,1251,1216,18,1234,12,5,471,38.16,745,60.37
SATIVASUR,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0726299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,4,4,1228,641,601,18,619,17,5,275,44.42,326,52.66
SIACHOQUE,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0726599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,16,16,6011,3769,3591,68,3659,90,20,862,23.55,2729,74.58
SOATA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0726899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,19,19,7203,4342,4126,118,4244,85,13,1593,37.53,2533,59.68
SOCHA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0727499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,17,17,6118,2928,2647,123,2770,136,22,1059,38.23,1588,57.32
SOCOTA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0727199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,20,20,5885,3180,3026,59,3085,69,26,743,24.08,2283,74.00
SOGAMOSO,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0727799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,209,209,84787,47460,42712,2452,45164,2211,85,19927,44.12,22785,50.44
SOMONDOCO,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0728099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,8,8,2827,1464,1372,46,1418,37,9,418,29.47,954,67.27
SORA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0728199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,7,7,2431,1533,1437,40,1477,45,11,690,46.71,747,50.57
SORACA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0728299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,13,13,5044,3203,3042,76,3118,77,8,773,24.79,2269,72.77
SOTAQUIRA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0728399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,14,14,5174,2855,2710,60,2770,70,15,873,31.51,1837,66.31
SUSACON,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0728699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,8,8,2581,1413,1335,30,1365,31,17,454,33.26,881,64.54
SUTAMARCHAN,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0728999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,13,13,4949,3052,2915,93,3008,32,12,963,32.01,1952,64.89
SUTATENZA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0729299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,10,10,3597,1907,1778,47,1825,67,15,618,33.86,1160,63.56
TASCO,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0729899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,13,13,4968,2484,2358,45,2403,73,8,1420,59.09,938,39.03
TENZA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0730199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,9,9,3478,1855,1743,51,1794,48,13,568,31.66,1175,65.49
TIBANA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0730499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,20,20,7410,3329,3156,71,3227,85,17,1629,50.48,1527,47.31
TIBASOSA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0730799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,20,20,7716,4575,4195,163,4358,201,16,2004,45.98,2191,50.27
TINJACA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0731099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,7,7,2559,1448,1355,47,1402,33,13,586,41.79,769,54.85
TIPACOQUE,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0731199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,9,9,3260,1683,1618,36,1654,17,12,714,43.16,904,54.65
TOCA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0731399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,18,18,6746,3966,3692,164,3856,99,11,1617,41.93,2075,53.81
TOGUI,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0731699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,11,11,4190,1820,1699,55,1754,52,14,768,43.78,931,53.07
TOPAGA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0731999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,8,8,2796,1735,1619,61,1680,50,5,499,29.70,1120,66.66
TOTA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0732299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,12,12,3953,2212,2126,30,2156,39,17,533,24.72,1593,73.88
TUNJA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0700199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,270,270,108550,62647,56186,3360,59546,3034,67,33160,55.68,23026,38.66
TUNUNGUA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0732499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,4,4,1234,697,679,9,688,8,1,421,61.19,258,37.50
TURMEQUE,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0732599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,15,15,5703,2777,2557,139,2696,71,10,1126,41.76,1431,53.07
TUTA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0732899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,19,19,6865,3985,3723,136,3859,113,13,1577,40.86,2146,55.61
TUTAZA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0733199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,5,5,1759,1060,975,38,1013,45,2,274,27.04,701,69.20
UMBITA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0733499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,15,15,5850,3374,3243,76,3319,46,9,627,18.89,2616,78.81
VENTAQUEMADA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0733799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,28,28,10549,5283,4850,212,5062,209,12,1217,24.04,3633,71.77
VILLA DE LEIVA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0713999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,25,25,9480,6133,5713,225,5938,174,21,2615,44.03,3098,52.17
VIRACACHA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0734099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,7,7,2580,1483,1403,35,1438,36,9,321,22.32,1082,75.24
ZETAQUIRA,BOYACA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0734699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0799999_L1.htm,10,10,3771,1905,1809,69,1878,22,5,783,41.69,1026,54.63
AGUADAS,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0900499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,54,54,18626,9918,9259,285,9544,282,92,1952,20.45,7307,76.56
ANSERMA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0900799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,77,77,27331,15514,14417,539,14956,491,67,2495,16.68,11922,79.71
ARANZAZU,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0901399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,33,33,11333,5810,5444,167,5611,168,31,972,17.32,4472,79.70
BELALCAZAR,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0902299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,29,29,9981,5024,4779,126,4905,90,29,1495,30.47,3284,66.95
CHINCHINA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0903499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,95,95,41818,21636,19675,1009,20684,864,88,6963,33.66,12712,61.45
FILADELFIA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0903799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,28,28,9505,4955,4693,128,4821,91,43,1624,33.68,3069,63.65
LA DORADA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0904999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,143,143,56579,26852,24716,898,25614,1150,88,9868,38.52,14848,57.96
LA MERCED,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0905299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,18,18,5612,2823,2671,79,2750,57,16,942,34.25,1729,62.87
MANIZALES,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0900199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,797,797,311783,172232,151933,12076,164009,7726,497,62864,38.32,89069,54.30
MANZANARES,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0905599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,44,44,15257,7980,7653,148,7801,140,39,1630,20.89,6023,77.20
MARMATO,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0905899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,20,20,6275,2803,2479,139,2618,162,23,742,28.34,1737,66.34
MARQUETALIA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0906199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,30,30,11221,6111,5928,70,5998,91,22,898,14.97,5030,83.86
MARULANDA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0906799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,10,10,2674,1420,1359,32,1391,17,12,479,34.43,880,63.26
NEIRA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0907699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,48,48,18885,10097,9299,399,9698,320,79,2989,30.82,6310,65.06
NORCASIA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0907899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,15,15,5564,2791,2612,78,2690,70,31,1245,46.28,1367,50.81
PACORA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0907999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,34,34,11902,6610,6254,175,6429,139,42,2325,36.16,3929,61.11
PALESTINA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0908299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,40,40,15055,7619,7230,163,7393,194,32,3307,44.73,3923,53.06
PENSILVANIA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0908599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,48,48,16824,9590,9276,125,9401,132,57,1135,12.07,8141,86.59
RIOSUCIO,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0910399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,96,96,36715,19242,17704,703,18407,687,148,6191,33.63,11513,62.54
RISARALDA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0910699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,29,29,10646,5438,5151,125,5276,126,36,1331,25.22,3820,72.40
SALAMINA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0910999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,42,42,15417,7801,7327,228,7555,187,59,2307,30.53,5020,66.44
SAMANA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0911599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,47,47,16062,8764,8449,132,8581,120,63,2363,27.53,6086,70.92
SAN JOSE,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0912099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,13,13,4815,2678,2586,58,2644,22,12,637,24.09,1949,73.71
SUPIA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0912499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,54,54,20395,10916,9731,414,10145,673,98,2987,29.44,6744,66.47
VICTORIA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0912799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,24,24,8297,4276,4085,74,4159,102,15,1763,42.38,2322,55.83
VILLAMARIA,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0913099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,89,89,36472,21260,19010,1284,20294,859,107,8453,41.65,10557,52.02
VITERBO,CALDAS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0913399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0999999_L1.htm,36,36,12584,7017,6667,206,6873,115,29,1282,18.65,5385,78.35
ALBANIA,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4400299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,11,11,3717,1757,1667,55,1722,26,9,528,30.66,1139,66.14
BELEN DE LOS ANDAQUIES,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4400499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,19,19,7297,3280,3054,123,3177,78,25,848,26.69,2206,69.43
CARTAGENA DEL CHAIRA,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4400399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,44,44,16691,5090,4760,213,4973,83,34,3235,65.05,1525,30.66
CURILLO,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4401299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,20,20,7284,2274,2133,84,2217,38,19,693,31.25,1440,64.95
EL DONCELLO,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4400599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,43,43,15487,6154,5781,237,6018,101,35,1774,29.47,4007,66.58
EL PAUJIL,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4400699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,30,30,11413,3566,3352,140,3492,50,24,1488,42.61,1864,53.37
FLORENCIA,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4400199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,272,272,108549,55266,51674,2285,53959,1123,184,13128,24.32,38546,71.43
LA MONTAÑITA,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4400799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,26,26,9646,2845,2686,93,2779,47,19,1361,48.97,1325,47.67
MILAN,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4401699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,19,19,6479,1758,1674,51,1725,23,10,673,39.01,1001,58.02
MORELIA,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4401799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,9,9,3243,1468,1392,44,1436,22,10,277,19.28,1115,77.64
PUERTO RICO,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4400999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,49,49,17800,6380,5928,298,6226,117,37,2406,38.64,3522,56.56
SAN JOSE DEL FRAGUA,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4402099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,25,25,8619,3761,3495,169,3664,67,30,1129,30.81,2366,64.57
SAN VICENTE DEL CAGUAN,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4401099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,79,79,28528,9739,9223,332,9555,140,44,4486,46.94,4737,49.57
SOLANO,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4402299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,21,21,7316,1531,1455,46,1501,23,7,870,57.96,585,38.97
SOLITA,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4402499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,14,14,5391,1748,1624,86,1710,28,10,721,42.16,903,52.80
VALPARAISO,CAQUETA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4404099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4499999_L1.htm,17,17,6119,2603,2490,61,2551,38,14,1002,39.27,1488,58.33
AGUAZUL,CASANARE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4604099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4699999_L1.htm,69,69,24755,15316,13997,674,14671,601,44,3074,20.95,10923,74.45
