Names_mpio,Names_depto,URL_mpio,URL_depto,Alcalde,Partido Político
OLAYA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01193ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,OBER DE JESUS HERNANDEZ ACEVEDO,PARTIDO CAMBIO RADICAL
PEÑOL,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01196ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JOSE CIRILO HENAO JARAMILLO,PARTIDO CAMBIO RADICAL
PEQUE,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01199ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ADALBERTO VALLE DAVID,PARTIDO LIBERAL COLOMBIANO
PUEBLORRICO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01202ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JUAN FERNANDO RUIZ GALLEGO,PARTIDO DE LA U
PUERTO BERRIO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01205ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JAIME ANDRES CAÑAS MORALES,PARTIDO CAMBIO RADICAL
PUERTO NARE-LA MAGDALENA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01168ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,DIANA CAROLINA DUQUE CANO,CAMBIO RADICAL - PARTIDO LIBERAL COLOMBIANO
PUERTO TRIUNFO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01206ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,MADELINE ARIAS GIRALDO,PARTIDO CENTRO DEMOCRÁTICO
REMEDIOS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01208ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LUCIA DEL SOCORRO CARVAJAL DE SILVERA,PARTIDO CAMBIO RADICAL
RETIRO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01211ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JUAN CAMILO BOTERO RENDON,PARTIDO DE LA U
RIONEGRO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01214ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ANDRES JULIAN RENDON CARDONA,UNIDOS POR RIONEGRO
SABANALARGA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01217ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,CESAR ALONSO CUADROS GEORGE,PARTIDO CONSERVADOR COLOMBIANO
SABANETA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01218ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,IVAN ALONSO MONTOYA URREGO,PARTIDO CENTRO DEMOCRÁTICO
SALGAR,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01220ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,CARLOS EMEL CUERVO CAÑOLA,PARTIDO LIBERAL COLOMBIANO
SAN ANDRES,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01223ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,EDUAR ROLANDO PINO ARANGO,PARTIDO CONSERVADOR COLOMBIANO
SAN CARLOS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01226ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LUZ MARINA MARIN DAZA,PARTIDO OPCIÓN CIUDADANA
SAN FRANCISCO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01227ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,SERBULO DE JESUS GUZMAN CASTRILLON,PARTIDO CONSERVADOR COLOMBIANO
SAN JERONIMO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01229ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,DONALDO FERNAN VIVARES GALLEGO,EL CAMBIO ES AHORA PARTIDO LIBERAL - CAMBIO RADICAL
SAN JOSE DE LA MONTAÑA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01230ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JOHN ALEXANDER YEPES RESTREPO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE
SAN JUAN DE URABA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01231ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JULIA ESPERANZA MEDRANO COA,PARTIDO DE LA U
SAN LUIS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01232ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JOSE MAXIMINO CASTAÑO CASTAÑO,PARTIDO OPCIÓN CIUDADANA - PARTIDO DE LA U
SAN PEDRO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01235ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,HECTOR DARIO PEREZ PIEDRAHITA,PARTIDO CONSERVADOR COLOMBIANO
SAN PEDRO DE URABA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01237ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JORGE DAVID TAMAYO GONZALEZ,PARTIDO LIBERAL - CAMBIO RADICAL
SAN RAFAEL,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01238ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ABAD DE JESUS MARIN ARCILA,PARTIDO CENTRO DEMOCRÁTICO
SAN ROQUE,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01241ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,FREDDY OSVALDO RODRIGUEZ HENAO,PARTIDO CONSERVADOR COLOMBIANO
SAN VICENTE,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01244ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ROBERTO DE JESUS JARAMILLO MARIN,PARTIDO CENTRO DEMOCRÁTICO
SANTA BARBARA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01247ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,MONICA MARIA OCAMPO RESTREPO,PARTIDO LIBERAL COLOMBIANO
SANTA ROSA DE OSOS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01250ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,MARIA DEL CARMEN ROLDAN ARANGO,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS"""
SANTO DOMINGO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01253ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LICETH ASTRID MARQUEZ VERGARA,PARTIDO CONSERVADOR COLOMBIANO
SANTUARIO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01256ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LUIS ALEXANDRI RAMIREZ DUQUE,PARTIDO DE LA U
SEGOVIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01259ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,GUSTAVO ALONSO TOBON VELEZ,PARTIDO CONSERVADOR COLOMBIANO
SONSON,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01262ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,OBED DE JESUS ZULUAGA HENAO,PARTIDO CENTRO DEMOCRÁTICO
SOPETRAN,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01265ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,YEISON ESTIVEN PANIAGUA GUTIERREZ,PARTIDO LIBERAL COLOMBIANO - PARTIDO CONSERVADOR
TAMESIS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01268ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,IVAN ALEXANDER ZULUAGA ZULUAGA,PARTIDO CONSERVADOR COLOMBIANO
TARAZA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01270ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,GLADIS REBECA MIGUEL VIDES,PARTIDO LIBERAL COLOMBIANO
TARSO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01271ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,NESTOR FERNANDO ROMERO VILLADA,PARTIDO CAMBIO RADICAL - PARTIDO CONSERVADOR
TITIRIBI,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01274ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,SANTIAGO ANDRES OCHOA MARIN,PARTIDO CENTRO DEMOCRÁTICO
TOLEDO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01277ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JHONNY ALBERTO MARIN MUÑETON,PARTIDO CONSERVADOR COLOMBIANO
TURBO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01280ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ALEJANDRO ABUCHAR GONZALEZ,ALIANZA POLÍTICA POR TURBO
URAMITA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01282ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LUIS ALFREDO TORRES ARANGO,PARTIDO CONSERVADOR COLOMBIANO
URRAO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01283ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,HERBERT HENRY HOLGUIN DIAZ,UNIDOS POR URRAO
VALDIVIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01286ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JONAS DARIO HENAO CARDONA,PARTIDO CONSERVADOR COLOMBIANO
VALPARAISO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01289ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,SERGIO ANDRES CEBALLOS LOPEZ,PARTIDO CENTRO DEMOCRÁTICO
VEGACHI,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01290ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JOSE MARIA OCHOA MUÑOZ,PARTIDO LIBERAL COLOMBIANO
VENECIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01292ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,FERNEY DARIO FERNANDEZ,PARTIDO LIBERAL - CAMBIO RADICAL
VIGIA DEL FUERTE,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01291ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,MANUEL ENRIQUE CUESTA BORJA,"COAL. PART. LIBERAL COL. - MOV. POLÍTICO ""MAIS"" - CAMBIO RADICAL - PART. DE LA U"
YALI,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01293ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,RAUL HERNANDO ROLDAN PEREZ,PARTIDO CONSERVADOR COLOMBIANO
YARUMAL,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01295ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JULIO ANIBAL AREIZA PALACIO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE
YOLOMBO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01298ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JESUS AMADOR PEREZ PALACIO,PARTIDO ALIANZA VERDE
YONDO-CASABE,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01300ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,GIBERT CARTAGENA ROJAS,PARTIDO OPCIÓN CIUDADANA
ZARAGOZA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01301ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ALBEIRO DE JESUS MENOYOS ALVAREZ,PARTIDO CAMBIO RADICAL
ARAUCA,ARAUCA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40001ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40ZZZZZZZZZZZZZZZ_L1.htm,BENJAMIN SOCADAGUI CERMEÑO,PARTIDO CAMBIO RADICAL
ARAUQUITA,ARAUCA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40010ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40ZZZZZZZZZZZZZZZ_L1.htm,RENSON JESUS MARTINEZ PRADA,COAL. PROGRAMÁTICA Y POLÍTICA ENTRE PAR. ALIANZA VERDE - CONSERVADOR - PAR. DE LA U
CRAVO NORTE,ARAUCA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40015ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40ZZZZZZZZZZZZZZZ_L1.htm,JAVIER ESNEIDER TRIANA MUJICA,PARTIDO LIBERAL COLOMBIANO
FORTUL,ARAUCA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40017ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40ZZZZZZZZZZZZZZZ_L1.htm,LENIN PASTRANA VERGEL,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO
PUERTO RONDON,ARAUCA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40020ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40ZZZZZZZZZZZZZZZ_L1.htm,SANDRA MILENA GUTIERREZ VIGOTT,ASÍ GANAMOS TODOS
SARAVENA,ARAUCA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40025ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40ZZZZZZZZZZZZZZZ_L1.htm,YECID LOZANO FERNANDEZ,PARTIDO CENTRO DEMOCRÁTICO
TAME,ARAUCA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40005ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL40ZZZZZZZZZZZZZZZ_L1.htm,HERNAN DARIO CAMACHO SARMIENTO,PARTIDO LIBERAL COLOMBIANO
BARANOA,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03004ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,LAZARO RAFAEL ESCALANTE ESTRADA,PARTIDO DE LA U
BARRANQUILLA,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03001ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,ALEJANDRO CHAR CHALJUB,PARTIDO CAMBIO RADICAL
CAMPO DE LA CRUZ,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03007ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,JOSE DE JESUS DE LEON MARENCO,PARTIDO DE LA U
CANDELARIA,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03010ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,JAVIER ENRIQUE RODRIGUEZ CONSUEGRA,PARTIDO DE LA U - PARTIDO LIBERAL COLOMBIANO
GALAPA,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03013ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,JOSE FERNANDO VARGAS MUÑOZ,PARTIDO CAMBIO RADICAL
JUAN DE ACOSTA,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03016ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,IVAN DE JESUS VARGAS MOLINA,PARTIDO CONSERVADOR COLOMBIANO
LURUACO,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03019ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,ANTONIO ENRIQUE ROA MONTERO,PARTIDO CAMBIO RADICAL
MALAMBO,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03022ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,EFRAIN HEBERTO BELLO CAMARGO,PARTIDO CAMBIO RADICAL
MANATI,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03025ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,KELLY MARGARITA PATERNINA SANJUAN,PARTIDO CONSERVADOR COLOMBIANO
PALMAR DE VARELA,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03028ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,FELIX ALBERTO FONTALVO AVILA,PARTIDO DE LA U
PIOJO,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03031ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,WUILMER ENRIQUE JIMENEZ TORREGROSA,PARTIDO CONSERVADOR COLOMBIANO
POLONUEVO,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03034ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,DAGOBERTO LUNA OROZCO,PARTIDO CAMBIO RADICAL
PONEDERA,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03035ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,VANESA ILIANA BOLIVAR MARTINEZ,PARTIDO CAMBIO RADICAL
PUERTO COLOMBIA,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03037ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,STEIMER ALI MANTILLA ROLONG,PARTIDO CAMBIO RADICAL
REPELON,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03040ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,ENRIQUE ANTONIO ESCOBAR RUIZ,PARTIDO CAMBIO RADICAL
SABANAGRANDE,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03043ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,JOSE MARIO ROMERO CAHUANA,PARTIDO CAMBIO RADICAL
SABANALARGA,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03046ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,JOSE ELIAS CHAMS CHAMS,PARTIDO LIBERAL COLOMBIANO
SANTA LUCIA,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03047ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,JORGE LUIS POLO MEDINA,PARTIDO CONSERVADOR COLOMBIANO
SANTO TOMAS,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03049ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,LUIS ALBERTO ESCORCIA CASTRO,PARTIDO DE LA U
SOLEDAD,ATLANTICO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03052ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL03ZZZZZZZZZZZZZZZ_L1.htm,JOSE JOAO HERRERA IRANZO,PARTIDO CAMBIO RADICAL
