MUNICIPIO,DEPARTAMENTO,URL MUNICIPIO,URL DEPARTAMENTO,PORCENTAJE ESCRUTADO,NÚMERO DE MESAS INSTALADAS,TOTAL MESAS,PORCENTAJE VOTACIÓN,NÚMERO DE VOTOS,NÚMERO PERSONAS HÁBILES PARA VOTAR,PORCENTAJE SÍ,VOTOS SÍ,PORCENTAJE NO,VOTOS NO,VOTOS VÁLIDOS,VOTOS NO MARCADOS,VOTOS NULOS,PORCENTAJE MESAS INSCRITAS,PORCENTAJE ABSTENCIONISMO
NECHI,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01191ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,44,44,21.08,3834,18186,51.84,1937,48.15,1799,3736,41,57,1,0.7891784889
NECOCLI,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01192ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,76,76,23,7475,32486,60.38,4359,39.61,2860,7219,101,155,1,0.7699008804
OLAYA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01193ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,7,7,27.21,740,2719,37.81,273,62.18,449,722,11,7,1,0.7278411181
PEÑOL,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01196ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,36,36,34.25,5415,15806,38.36,2032,61.63,3265,5297,63,55,1,0.657408579
PEQUE,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01199ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,38.28,2331,6089,72.85,1632,27.14,608,2240,48,43,1,0.6171785186
PUEBLORRICO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01202ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,25.12,1787,7113,34.25,593,65.74,1138,1731,32,24,1,0.748769858
PUERTO BERRIO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01205ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,84,84,26.48,9028,34085,31.49,2780,68.5,6046,8826,86,116,1,0.7351327563
PUERTO NARE-LA MAGDALENA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01168ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,31,31,32.56,3974,12202,58.77,2281,41.22,1600,3881,38,55,1,0.674315686
PUERTO TRIUNFO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01206ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,32,32,30.05,3902,12982,26.29,1007,73.7,2823,3830,30,42,1,0.69942998
REMEDIOS,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01208ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,40,40,21.02,3579,17020,34.72,1186,65.27,2229,3415,38,126,1,0.7897179788
RETIRO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01211ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,35,35,46.03,6951,15100,31.32,2145,68.67,4703,6848,45,58,1,0.5396688742
RIONEGRO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01214ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,214,214,50.4,47791,94806,30.58,14361,69.41,32596,46957,197,637,1,0.495907432
SABANALARGA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01217ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,33.52,2364,7052,34.13,778,65.86,1501,2279,44,41,1,0.6647759501
SABANETA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01218ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,125,125,45.59,27182,59616,37.06,9955,62.93,16903,26858,39,285,1,0.5440485776
SALGAR,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01220ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,33,33,18.34,2474,13483,32.54,782,67.45,1621,2403,47,24,1,0.8165096789
SAN ANDRES,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01223ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,32.81,1701,5184,44.96,706,55.03,864,1570,66,65,1,0.671875
SAN CARLOS,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01226ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,34,34,37.59,5242,13944,46.98,2390,53.01,2697,5087,60,95,1,0.6240676994
SAN FRANCISCO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01227ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,26.66,1637,6140,42.28,660,57.71,901,1561,50,26,1,0.7333876221
SAN JERONIMO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01229ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,29.17,3475,11911,37.11,1260,62.88,2135,3395,39,41,1,0.7082528755
SAN JOSE DE LA MONTAÑA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01230ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,8,8,32.61,1032,3164,36.89,363,63.1,621,984,25,23,1,0.6738305942
SAN JUAN DE URABA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01231ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,42,42,23.62,4118,17433,66.22,2677,33.77,1365,4042,43,33,1,0.7637813343
SAN LUIS,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01232ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,33.9,3644,10748,24.92,890,75.07,2681,3571,37,36,1,0.6609601786
SAN PEDRO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01235ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,45,45,38.75,7331,18915,25.65,1841,74.34,5334,7175,50,106,1,0.6124240021
SAN PEDRO DE URABA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01237ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,61,61,16.42,4146,25244,50.96,2060,49.03,1982,4042,42,62,1,0.8357629536
SAN RAFAEL,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01238ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,33.41,4061,12155,38.83,1457,61.16,2295,3752,51,258,1,0.6658988071
SAN ROQUE,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01241ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,35,35,30.63,4466,14580,41.2,1786,58.79,2548,4334,53,79,1,0.6936899863
SAN VICENTE,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01244ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,42,42,36.64,6027,16445,27.92,1642,72.07,4238,5880,67,80,1,0.6335056248
SANTA BARBARA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01247ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,51,51,27.46,6063,22078,35.67,2101,64.32,3788,5889,67,107,1,0.7253827339
SANTA ROSA DE OSOS,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01250ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,64,64,39.82,10280,25810,30.1,2984,69.89,6927,9911,90,279,1,0.6017047656
SANTO DOMINGO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01253ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,31.91,2929,9178,39.22,1085,60.77,1681,2766,56,107,1,0.6808672913
SANTUARIO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01256ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,62,62,48.14,12621,26217,26.95,3329,73.04,9020,12349,122,150,1,0.5185948049
SEGOVIA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01259ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,62,62,17.89,4684,26169,33.03,1516,66.96,3073,4589,27,68,1,0.8210095915
SONSON,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01262ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,77,77,34.16,9293,27198,26.14,2319,73.85,6550,8869,158,266,1,0.6583204647
SOPETRAN,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01265ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,30,30,35.3,4259,12063,45.27,1875,54.72,2266,4141,58,60,1,0.6469369145
TAMESIS,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01268ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,35,35,31.63,4579,14473,35.34,1579,64.65,2889,4468,59,52,1,0.683617771
TARAZA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01270ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,62,62,22.86,5988,26186,60.07,3477,39.92,2311,5788,90,110,1,0.7713281906
TARSO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01271ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,20.9,1230,5883,42.12,503,57.87,691,1194,22,14,1,0.7909229985
TITIRIBI,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01274ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,24.98,2180,8726,35.26,742,64.73,1362,2104,37,39,1,0.7501719001
TOLEDO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01277ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,32.6,1429,4383,61.14,798,38.85,507,1305,61,63,1,0.6739676021
TURBO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01280ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,196,196,24.64,20913,84866,56.14,11378,43.85,8887,20265,277,371,1,0.7535762261
URAMITA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01282ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,28.73,1825,6351,53.91,951,46.08,813,1764,24,37,1,0.7126436782
URRAO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01283ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,55,55,26.22,5864,22361,47.18,2644,52.81,2959,5603,123,138,1,0.7377577031
VALDIVIA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01286ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,18.75,2261,12054,50.07,1072,49.92,1069,2141,63,57,1,0.81242741
VALPARAISO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01289ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,27.07,1534,5665,40.06,597,59.93,893,1490,22,22,1,0.7292144748
VEGACHI,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01290ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,18.07,1837,10165,28.4,503,71.59,1268,1771,44,22,1,0.8192818495
VENECIA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01292ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,26.56,2916,10977,38.3,1097,61.69,1767,2864,26,26,1,0.7343536485
VIGIA DEL FUERTE,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01291ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,41.69,2187,5245,96.02,2079,3.97,86,2165,9,13,1,0.5830314585
YALI,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01293ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,19.31,1160,6006,38.7,437,61.29,692,1129,25,6,1,0.8068598069
YARUMAL,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01295ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,74,74,28.65,9483,33092,32.56,2941,67.43,6091,9032,264,187,1,0.7134352714
YOLOMBO,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01298ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,39,39,22.11,3512,15878,39.54,1344,60.45,2055,3399,56,57,1,0.7788134526
YONDO-CASABE,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01300ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,31,31,44.13,5376,12182,45.81,2376,54.18,2810,5186,62,128,1,0.5586931538
ZARAGOZA,ANTIOQUIA,http://plebiscito.registraduria.gov.co/99PL/DPL01301ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL01ZZZZZZZZZZZZZZZ_L1.htm,100,44,44,18.71,3545,18939,49.2,1672,50.79,1726,3398,59,88,1,0.8128201067
ARAUCA,ARAUCA,http://plebiscito.registraduria.gov.co/99PL/DPL40001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL40ZZZZZZZZZZZZZZZ_L1.htm,100,156,156,35.23,23936,67929,34.94,8159,65.05,15191,23350,139,447,1,0.6476320864
ARAUQUITA,ARAUCA,http://plebiscito.registraduria.gov.co/99PL/DPL40010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL40ZZZZZZZZZZZZZZZ_L1.htm,100,65,65,37.07,10113,27274,76.47,7440,23.52,2289,9729,150,234,1,0.6292073037
CRAVO NORTE,ARAUCA,http://plebiscito.registraduria.gov.co/99PL/DPL40015ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL40ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,30.94,1103,3564,40.22,424,59.77,630,1054,11,38,1,0.6905162738
FORTUL,ARAUCA,http://plebiscito.registraduria.gov.co/99PL/DPL40017ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL40ZZZZZZZZZZZZZZZ_L1.htm,100,26,26,33.41,3646,10912,68.74,2338,31.25,1063,3401,58,187,1,0.665872434
PUERTO RONDON,ARAUCA,http://plebiscito.registraduria.gov.co/99PL/DPL40020ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL40ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,31.09,1131,3637,39.12,428,60.87,666,1094,18,19,1,0.6890294199
SARAVENA,ARAUCA,http://plebiscito.registraduria.gov.co/99PL/DPL40025ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL40ZZZZZZZZZZZZZZZ_L1.htm,100,73,73,31.83,10091,31702,46.3,4457,53.69,5168,9625,131,335,1,0.6816920068
TAME,ARAUCA,http://plebiscito.registraduria.gov.co/99PL/DPL40005ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL40ZZZZZZZZZZZZZZZ_L1.htm,100,80,80,35.01,11068,31607,50.65,5407,49.34,5267,10674,131,263,1,0.649824406
BARANOA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,108,108,27.38,12549,45824,72.34,8936,27.65,3416,12352,139,58,1,0.7261478701
BARRANQUILLA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,2350,2350,24.9,256375,1029268,57.44,146039,42.55,108178,254217,1047,1111,1,0.7509152135
CAMPO DE LA CRUZ,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03007ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,45,45,14.56,2812,19302,62.04,1728,37.95,1057,2785,13,14,1,0.854315615
CANDELARIA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,27,27,26.86,3034,11294,69.63,2078,30.36,906,2984,25,25,1,0.731361785
GALAPA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03013ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,82,82,24.45,8464,34607,62.01,5186,37.98,3176,8362,28,74,1,0.755425203
JUAN DE ACOSTA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03016ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,41,41,20.37,3500,17179,68.82,2389,31.17,1082,3471,10,19,1,0.7962628791
LURUACO,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03019ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,56,56,15.44,3564,23080,64.51,2265,35.48,1246,3511,28,25,1,0.8455805893
MALAMBO,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03022ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,164,164,21.15,15857,74964,56.05,8810,43.94,6908,15718,45,94,1,0.7884717998
MANATI,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03025ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,31,31,14.87,1995,13416,83.96,1660,16.03,317,1977,8,10,1,0.8512969589
PALMAR DE VARELA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03028ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,45,45,21.72,4265,19636,71.99,2871,28,1117,3988,255,22,1,0.7827969036
PIOJO,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03031ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,28.41,1537,5409,74.08,1118,25.91,391,1509,13,15,1,0.7158439638
POLONUEVO,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03034ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,28.06,3437,12246,81.12,2746,18.87,639,3385,23,29,1,0.7193369263
PONEDERA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03035ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,42,42,21.99,3909,17776,63.24,2445,36.75,1421,3866,23,20,1,0.7800967597
PUERTO COLOMBIA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03037ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,74,74,29.63,9330,31487,61.52,5701,38.47,3565,9266,26,38,1,0.703687236
REPELON,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03040ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,44,44,22.86,4213,18423,80.04,3325,19.95,829,4154,35,24,1,0.7713184606
SABANAGRANDE,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03043ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,54,54,22.52,5132,22784,63.92,3251,36.07,1835,5086,17,29,1,0.7747542135
SABANALARGA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03046ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,151,151,27.85,18077,64908,73.37,12851,26.62,4663,17514,421,142,1,0.7214981204
SANTA LUCIA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03047ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,19.83,1969,9928,75.3,1467,24.69,481,1948,3,18,1,0.8016720387
SANTO TOMAS,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03049ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,62,62,22.2,5743,25858,71.69,4088,28.3,1614,5702,17,24,1,0.77790239
SOLEDAD,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03052ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,606,606,21.86,57785,264289,58.97,33765,41.02,23487,57252,226,307,1,0.7813567723
SUAN,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03055ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,25.41,2428,9555,75.84,1837,24.15,585,2422,3,3,1,0.745892203
TUBARA,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03058ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,29.73,2819,9481,67.76,1888,32.23,898,2786,17,16,1,0.7026684949
USIACURI,ATLANTICO,http://plebiscito.registraduria.gov.co/99PL/DPL03061ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL03ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,29.27,2195,7497,77.42,1677,22.57,489,2166,14,15,1,0.7072162198
BOGOTA. D.C.,BOGOTA D.C.,http://plebiscito.registraduria.gov.co/99PL/DPL16001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL16ZZZZZZZZZZZZZZZ_L1.htm,100,12078,12078,46.33,2570359,5547172,56.07,1423612,43.92,1114933,2538545,6601,25213,1,0.5366361454
ACHI,BOLIVAR,http://plebiscito.registraduria.gov.co/99PL/DPL05004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL05ZZZZZZZZZZZZZZZ_L1.htm,100,44,44,40.18,6329,15748,69.68,4307,30.31,1874,6181,61,87,1,0.5981076962
ALTOS DEL ROSARIO,BOLIVAR,http://plebiscito.registraduria.gov.co/99PL/DPL05006ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL05ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,21.35,1424,6667,56.66,786,43.33,601,1387,22,15,1,0.7864106795
